feature,importance_mean,importance_std,abs_importance_mean
perp_return_shock_24h,0.038676857076508676,0.005394408585224269,0.038676857076508676
perp_dollar_volume_raw,-0.027956166014423724,0.016890528090978962,0.027956166014423724
spot_volume_ratio_24h,-0.027074552267645123,0.008102984077443136,0.027074552267645123
spread_std_8h,-0.022989149265408494,0.0027254619457829157,0.022989149265408494
perp_return_1h,0.02237567814306516,0.004620351856302385,0.02237567814306516
spread_change_24h,-0.020251092193956665,0.0012562795715278967,0.020251092193956665
high_vol_regime,0.018272377213040515,0.0018898906347296078,0.018272377213040515
positive_funding_regime,-0.014812834991198186,0.0017314276518979323,0.014812834991198186
funding_std_168h,0.01213590376112279,0.0014025423880208434,0.01213590376112279
funding_mean_8h,0.010350476784232399,0.005298019701509916,0.010350476784232399
funding_zscore_24h,0.010187488414487156,0.0032421126894541237,0.010187488414487156
spot_volume_change_1h,-0.00981111627953215,0.003248697721532134,0.00981111627953215
funding_positive_share_72h,-0.009412630125672904,0.0035671017922272027,0.009412630125672904
funding_zscore_168h,0.0089009509086452,0.0032148840832032844,0.0089009509086452
perp_volume_ratio_8h,-0.0076531664080663475,0.0012635653322579465,0.0076531664080663475
spread_std_168h,0.007466416008804266,0.0006822632153445306,0.007466416008804266
shock_regime,-0.004412003445353108,0.002116145537047989,0.004412003445353108
funding_mean_72h,0.004081870521551423,0.0016928795311392834,0.004081870521551423
spot_return_shock_24h,-0.003138901761546009,0.001280294021197551,0.003138901761546009
funding_sign,-0.0026458211082907466,0.0013238495458376856,0.0026458211082907466
funding_std_8h,-0.002543705248651662,0.0019397218729972205,0.002543705248651662
perp_volume_change_1h,-0.0022395163619288285,0.0004021685555217907,0.0022395163619288285
wide_spread_regime,0.001772530931462768,0.0016180663776300414,0.001772530931462768
funding_positive_share_8h,-0.0016225463493492853,0.005400277235781082,0.0016225463493492853
funding_zscore_24h__missing,-0.001594727765524162,0.00028674581038842285,0.001594727765524162
spread_zscore_8h,0.001374179711714163,0.0001297655369646792,0.001374179711714163
spread_reversion_signal_8h,0.0013741797088819396,0.00012976553671054949,0.0013741797088819396
funding_zscore_72h,0.0011728389654882322,0.003912907077650417,0.0011728389654882322
funding_event_flag,-0.0007881773193972208,0.00046976353864883614,0.0007881773193972208
funding_event,-0.0007881773193741282,0.0004697635386226898,0.0007881773193741282
funding_x_perp_vol_24h,-0.0002757080311440063,0.0005888711138569579,0.0002757080311440063
funding_annualized_proxy,-0.00026206735392051426,0.00021458985382445843,0.00026206735392051426
funding_rate_bps,-0.0002620673511016136,0.00021458985116015782,0.0002620673511016136
funding_rate,-0.00026206735109983724,0.00021458985115836677,0.00026206735109983724
funding_rate_raw,-0.0002620673510950411,0.0002145898511540765,0.0002620673510950411
spread_change_1h,-0.00021612757284756868,0.001983031017484945,0.00021612757284756868
funding_x_spread_bps,-0.0001619982187129665,1.980790502124961e-05,0.0001619982187129665
spot_realized_vol_168h__missing,0.0,0.0,0.0
spread_std_168h__missing,0.0,0.0,0.0
spread_reversion_signal_168h__missing,0.0,0.0,0.0
spread_mean_168h__missing,0.0,0.0,0.0
spread_deviation_168h__missing,0.0,0.0,0.0
spot_volume_ratio_168h__missing,0.0,0.0,0.0
spot_volume_change_1h__missing,0.0,0.0,0.0
spot_realized_vol_72h__missing,0.0,0.0,0.0
perp_realized_vol_168h__missing,0.0,0.0,0.0
perp_volume_ratio_168h__missing,0.0,0.0,0.0
perp_realized_vol_72h__missing,0.0,0.0,0.0
spot_close_was_missing,0.0,0.0,0.0
high_vol_regime__missing,0.0,0.0,0.0
funding_zscore_168h__missing,0.0,0.0,0.0
funding_std_168h__missing,0.0,0.0,0.0
funding_positive_share_168h__missing,0.0,0.0,0.0
funding_mean_168h__missing,0.0,0.0,0.0
spread_zscore_168h__missing,0.0,0.0,0.0
