timestamp,strategy_name,display_name,family_label,track,source,source_subtype,task,equity_usd,pnl_usd,cumulative_return,drawdown,return_period,artifact_label,artifact_scope
2024-07-01 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,99998.74388511464,-1.256114885350712,-1.256114885350712e-05,0.0,-1.256114885350712e-05,DEMO ONLY,Synthetic illustrative results
2024-07-02 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100392.27568868025,392.27568868025475,0.0039227568868025475,0.0,0.00393536746839254,DEMO ONLY,Synthetic illustrative results
2024-07-03 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100688.26536056006,688.2653605600586,0.006882653605600586,0.0,0.0029483311325434456,DEMO ONLY,Synthetic illustrative results
2024-07-04 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100683.60284492522,683.6028449252129,0.0068360284492521295,-4.630644512693127e-05,-4.630644512698624e-05,DEMO ONLY,Synthetic illustrative results
2024-07-05 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100625.7422632932,625.7422632931941,0.0062574226329319416,-0.0006209571397716163,-0.0005746773059078995,DEMO ONLY,Synthetic illustrative results
2024-07-08 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100811.17731505011,811.1773150501156,0.008111773150501156,0.0,0.0018428192188806064,DEMO ONLY,Synthetic illustrative results
2024-07-09 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101149.52211130541,1149.5221113054122,0.011495221113054122,0.0,0.0033562230425890345,DEMO ONLY,Synthetic illustrative results
2024-07-10 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101247.44902044698,1247.449020446978,0.01247449020446978,0.0,0.0009681401068192923,DEMO ONLY,Synthetic illustrative results
2024-07-11 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100958.07987654684,958.0798765468356,0.009580798765468357,-0.0028580388612231555,-0.002858038861223087,DEMO ONLY,Synthetic illustrative results
2024-07-12 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100606.29608660075,606.2960866007438,0.0060629608660074386,-0.006332534202582729,-0.003484454046434574,DEMO ONLY,Synthetic illustrative results
2024-07-15 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100560.2363694402,560.2363694402035,0.005602363694402035,-0.006787456451055829,-0.0004578214182628218,DEMO ONLY,Synthetic illustrative results
2024-07-16 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100772.88679049123,772.886790491234,0.00772886790491234,-0.004687152462082289,0.0021146571321667635,DEMO ONLY,Synthetic illustrative results
2024-07-17 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100895.46011828989,895.4601182898924,0.008954601182898925,-0.0034765211920154693,0.0012163324054962124,DEMO ONLY,Synthetic illustrative results
2024-07-18 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100772.95017347652,772.9501734765165,0.007729501734765165,-0.004686526441516903,-0.0012142265337781381,DEMO ONLY,Synthetic illustrative results
2024-07-19 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100677.64706253934,677.6470625393438,0.006776470625393438,-0.005627815450368168,-0.000945721156055335,DEMO ONLY,Synthetic illustrative results
2024-07-22 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100920.7386492654,920.7386492654068,0.009207386492654068,-0.0032268503981328633,0.0024145537149377915,DEMO ONLY,Synthetic illustrative results
2024-07-23 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101400.28439706759,1400.284397067586,0.01400284397067586,0.0,0.00475170667813636,DEMO ONLY,Synthetic illustrative results
2024-07-24 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101691.1309951675,1691.1309951675114,0.016911309951675113,0.0,0.002868301601216648,DEMO ONLY,Synthetic illustrative results
2024-07-25 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101601.6620154913,1601.6620154913007,0.01601662015491301,-0.0008798110395730196,-0.0008798110395728713,DEMO ONLY,Synthetic illustrative results
2024-07-26 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101397.55443338043,1397.5544333804323,0.013975544333804324,-0.002886943619508253,-0.0020089000323612193,DEMO ONLY,Synthetic illustrative results
2024-07-29 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101423.66122872755,1423.6612287275464,0.014236612287275463,-0.0026302172453237516,0.000257469674618964,DEMO ONLY,Synthetic illustrative results
2024-07-30 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101612.92657418737,1612.9265741873678,0.016129265741873677,-0.0007690387570167267,0.00186608670173124,DEMO ONLY,Synthetic illustrative results
2024-07-31 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101598.99889467344,1598.9988946734313,0.015989988946734313,-0.000905999368798982,-0.0001370660208647674,DEMO ONLY,Synthetic illustrative results
2024-08-01 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101265.06877734383,1265.068777343825,0.012650687773438252,-0.004189767717736714,-0.0032867461388648997,DEMO ONLY,Synthetic illustrative results
2024-08-02 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100941.7562933421,941.7562933420998,0.009417562933420998,-0.007369125453634884,-0.003192734552055755,DEMO ONLY,Synthetic illustrative results
2024-08-05 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,100982.00709459244,982.0070945924408,0.009820070945924408,-0.006973311179012898,0.0003987527335404593,DEMO ONLY,Synthetic illustrative results
2024-08-06 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101318.92739249999,1318.9273924999911,0.013189273924999911,-0.003660138293527404,0.003336438912250542,DEMO ONLY,Synthetic illustrative results
2024-08-07 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101567.43137115028,1567.4313711502741,0.01567431371150274,-0.0012164249016279882,0.002452690578608278,DEMO ONLY,Synthetic illustrative results
2024-08-08 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101537.91454969847,1537.9145496984713,0.015379145496984714,-0.0015066844470076335,-0.0002906130543356074,DEMO ONLY,Synthetic illustrative results
2024-08-09 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101479.30230572313,1479.3023057231292,0.014793023057231292,-0.002083059627436379,-0.0005772449063512466,DEMO ONLY,Synthetic illustrative results
2024-08-12 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101698.24102907737,1698.241029077363,0.01698241029077363,0.0,0.002157471704866889,DEMO ONLY,Synthetic illustrative results
2024-08-13 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,102092.94304717766,2092.9430471776645,0.020929430471776644,0.0,0.003881109585636303,DEMO ONLY,Synthetic illustrative results
2024-08-14 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,102265.00759000721,2265.0075900072065,0.022650075900072064,0.0,0.0016853715613822668,DEMO ONLY,Synthetic illustrative results
2024-08-15 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,102045.049611947,2045.0496119470029,0.02045049611947003,-0.0021508625799162573,-0.002150862579916378,DEMO ONLY,Synthetic illustrative results
2024-08-16 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101726.46903317345,1726.469033173439,0.01726469033173439,-0.005266107826372379,-0.003121960153726665,DEMO ONLY,Synthetic illustrative results
2024-08-19 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101671.05567193149,1671.0556719314873,0.016710556719314873,-0.005807968258868645,-0.0005447290343270867,DEMO ONLY,Synthetic illustrative results
2024-08-20 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101835.38344777311,1835.3834477731202,0.0183538344777312,-0.004201086494380335,0.001616269003558637,DEMO ONLY,Synthetic illustrative results
2024-08-21 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101852.83652418897,1852.8365241889721,0.01852836524188972,-0.004030421309610399,0.0001713851887719926,DEMO ONLY,Synthetic illustrative results
2024-08-22 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101594.77841956583,1594.7784195658344,0.015947784195658343,-0.006553846581896394,-0.0025336368964241525,DEMO ONLY,Synthetic illustrative results
2024-08-23 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101363.2752451968,1363.2752451967933,0.013632752451967933,-0.008817604047178795,-0.00227869166083502,DEMO ONLY,Synthetic illustrative results
2024-08-26 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101497.77628146685,1497.776281466856,0.01497776281466856,-0.007502383529039314,0.0013269207801812214,DEMO ONLY,Synthetic illustrative results
2024-08-27 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101887.02902926216,1887.0290292621662,0.01887029029262166,-0.0036960693560049718,0.0038350864625434286,DEMO ONLY,Synthetic illustrative results
2024-08-28 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,102131.3111727471,2131.311172747097,0.021313111727470968,-0.0013073525383786588,0.0023975784338040743,DEMO ONLY,Synthetic illustrative results
2024-08-29 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,102024.28076271215,2024.2807627121495,0.020242807627121495,-0.0023539511018291215,-0.0010479686278962112,DEMO ONLY,Synthetic illustrative results
2024-08-30 00:00:00+00:00,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,101816.75551126085,1816.755511260859,0.01816755511260859,-0.004383240067251992,-0.0020340770834145457,DEMO ONLY,Synthetic illustrative results
